,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
307,ADDRESS,HPD,Department of Housing Preservation and Development,3044020027,BROOKLYN,,,,BROOKLYN,,05 BROOKLYN,PLUMBING,2020-03-22T02:51:09.000,,,WATER SUPPLY,,,978 ASHFORD STREET,11207,,,,40.65861712363915,"{'type': 'Point', 'coordinates': [-73.87779905889599, 40.65861712363915]}",,,,RESIDENTIAL BUILDING,,-73.87779905889599,ONLINE,BROOKLYN,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ASHFORD STREET,,,45877497,,1018155,179252
308,ADDRESS,HPD,Department of Housing Preservation and Development,3044020027,BROOKLYN,,,,BROOKLYN,,05 BROOKLYN,SAFETY,2020-03-22T02:51:09.000,,,CARBON MONOXIDE DETECTOR,,,978 ASHFORD STREET,11207,,,,40.65861712363915,"{'type': 'Point', 'coordinates': [-73.87779905889599, 40.65861712363915]}",,,,RESIDENTIAL BUILDING,,-73.87779905889599,ONLINE,BROOKLYN,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ASHFORD STREET,,,45877496,,1018155,179252
309,,NYPD,New York City Police Department,1022280049,MANHATTAN,,,,NEW YORK,2020-03-22T05:53:14.000,12 MANHATTAN,Noise - Residential,2020-03-22T02:52:00.000,SHERMAN AVENUE,VERMILYEA AVENUE,Loud Music/Party,,,541 ISHAM STREET,10034,SHERMAN AVENUE,VERMILYEA AVENUE,ISHAM STREET,40.86688884439357,"{'type': 'Point', 'coordinates': [-73.91895487801992, 40.86688884439357]}",,,,Residential Building/House,,-73.91895487801992,ONLINE,MANHATTAN,Unspecified,2020-03-22T09:53:20.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ISHAM STREET,,,45876331,,1006666,255119
310,,NYPD,New York City Police Department,2032480018,BRONX,,,,BRONX,2020-03-22T09:48:46.000,08 BRONX,Noise - Residential,2020-03-22T02:52:32.000,EAMES PLACE,WEST  195 STREET,Loud Music/Party,,,2714 UNIVERSITY AVENUE,10468,EAMES PLACE,WEST  195 STREET,UNIVERSITY AVENUE,40.86937181971161,"{'type': 'Point', 'coordinates': [-73.90019752857575, 40.86937181971161]}",,,,Residential Building/House,,-73.90019752857575,ONLINE,BRONX,Unspecified,2020-03-22T13:48:50.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,UNIVERSITY AVENUE,,,45876794,,1011853,256029
311,,NYPD,New York City Police Department,3014880104,BROOKLYN,,,,BROOKLYN,2020-03-22T04:30:29.000,03 BROOKLYN,Noise - Residential,2020-03-22T02:52:44.000,HOWARD AVENUE,SARATOGA AVENUE,Loud Music/Party,,,930 JEFFERSON AVENUE,11221,HOWARD AVENUE,SARATOGA AVENUE,JEFFERSON AVENUE,40.68670867888283,"{'type': 'Point', 'coordinates': [-73.92014381688725, 40.68670867888283]}",,,,Residential Building/House,,-73.92014381688725,ONLINE,BROOKLYN,Unspecified,2020-03-22T08:30:30.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,JEFFERSON AVENUE,,,45877329,,1006397,189473
312,,NYPD,New York City Police Department,2037440034,BRONX,,,,BRONX,2020-03-22T13:48:35.000,09 BRONX,Noise - Commercial,2020-03-22T02:52:46.000,WATSON AVENUE,HARROD PLACE,Loud Music/Party,,,1121 MORRISON AVENUE,10472,WATSON AVENUE,HARROD PLACE,MORRISON AVENUE,40.82724243354069,"{'type': 'Point', 'coordinates': [-73.87405669347525, 40.82724243354069]}",,,,Store/Commercial,,-73.87405669347525,MOBILE,BRONX,Unspecified,2020-03-22T17:48:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,MORRISON AVENUE,,,45878400,,1019105,240689
313,,NYPD,New York City Police Department,3043230052,BROOKLYN,,,,BROOKLYN,2020-03-22T05:55:25.000,05 BROOKLYN,Blocked Driveway,2020-03-22T02:53:05.000,HEGEMAN AVENUE,LINDEN BOULEVARD,No Access,,,741 PENNSYLVANIA AVENUE,11207,HEGEMAN AVENUE,LINDEN BOULEVARD,PENNSYLVANIA AVENUE,40.65945684624783,"{'type': 'Point', 'coordinates': [-73.89129188230194, 40.65945684624783]}",,,,Street/Sidewalk,,-73.89129188230194,PHONE,BROOKLYN,Unspecified,2020-03-22T09:55:28.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PENNSYLVANIA AVENUE,,,45876655,,1014411,179553
314,,NYPD,New York City Police Department,5000080019,STATEN ISLAND,,,,STATEN ISLAND,2020-03-22T03:45:00.000,01 STATEN ISLAND,Noise - Residential,2020-03-22T02:53:19.000,WALL STREET,FORT PLACE,Banging/Pounding,,,299 ST MARKS PLACE,10301,WALL STREET,FORT PLACE,ST MARKS PLACE,40.642598225395105,"{'type': 'Point', 'coordinates': [-74.07855663279344, 40.642598225395105]}",,,,Residential Building/House,,-74.07855663279344,ONLINE,STATEN ISLAND,Unspecified,2020-03-22T07:45:07.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,ST MARKS PLACE,,,45877358,,962449,173402
315,,NYPD,New York City Police Department,2025270032,BRONX,,,,BRONX,2020-03-22T04:48:10.000,04 BRONX,Noise - Residential,2020-03-22T02:54:12.000,WEST  166 STREET,UNNAMED STREET,Loud Music/Party,,,1145 UNIVERSITY AVENUE,10452,WEST  166 STREET,UNNAMED STREET,UNIVERSITY AVENUE,40.837076553808316,"{'type': 'Point', 'coordinates': [-73.92828249089222, 40.837076553808316]}",,,,Residential Building/House,,-73.92828249089222,ONLINE,BRONX,Unspecified,2020-03-22T08:48:13.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,UNIVERSITY AVENUE,,,45876853,,1004095,244255
316,,DCA,Department of Consumer Affairs,4035380063,QUEENS,,,,RIDGEWOOD,2020-03-23T16:05:44.000,05 QUEENS,Consumer Complaint,2020-03-22T02:54:13.000,DECATUR STREET,FRESH POND ROAD,Retail Store,,,60-61 MYRTLE AVENUE,11385,DECATUR STREET,FRESH POND ROAD,MYRTLE AVENUE,40.70069309253267,"{'type': 'Point', 'coordinates': [-73.89586980398849, 40.70069309253267]}",,,,,,-73.89586980398849,PHONE,QUEENS,Unspecified,2020-03-23T20:05:47.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,MYRTLE AVENUE,,,45875439,,1013123,194575
317,,NYPD,New York City Police Department,3018260047,BROOKLYN,,,,BROOKLYN,2020-03-22T03:36:06.000,03 BROOKLYN,Noise - Street/Sidewalk,2020-03-22T02:55:05.000,THROOP AVENUE,MARCUS GARVEY BOULEVARD,Loud Music/Party,,,557 PUTNAM AVENUE,11221,THROOP AVENUE,MARCUS GARVEY BOULEVARD,PUTNAM AVENUE,40.68527661590481,"{'type': 'Point', 'coordinates': [-73.93927714727506, 40.68527661590481]}",,,,Street/Sidewalk,,-73.93927714727506,MOBILE,BROOKLYN,Unspecified,2020-03-22T07:36:08.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PUTNAM AVENUE,,,45876348,,1001091,188947
318,,NYPD,New York City Police Department,3046790001,BROOKLYN,,,,BROOKLYN,2020-03-22T05:09:48.000,17 BROOKLYN,Noise - Residential,2020-03-22T02:55:18.000,EAST   53 STREET,EAST   54 STREET,Loud Music/Party,,,820 LINDEN BOULEVARD,11203,EAST   53 STREET,EAST   54 STREET,LINDEN BOULEVARD,40.65398485293249,"{'type': 'Point', 'coordinates': [-73.9275458893617, 40.65398485293249]}",,,,Residential Building/House,,-73.9275458893617,MOBILE,BROOKLYN,Unspecified,2020-03-22T09:09:54.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,LINDEN BOULEVARD,,,45878835,,1004354,177549
319,,NYPD,New York City Police Department,2024110142,BRONX,,,,BRONX,2020-03-22T22:54:16.000,01 BRONX,Noise - Residential,2020-03-22T02:57:08.000,DEAD END,COURTLANDT AVENUE,Banging/Pounding,,,351 EAST  152 STREET,10451,DEAD END,COURTLANDT AVENUE,EAST  152 STREET,40.818765774664314,"{'type': 'Point', 'coordinates': [-73.91882200171526, 40.818765774664314]}",,,,Residential Building/House,,-73.91882200171526,PHONE,BRONX,Unspecified,2020-03-23T02:54:19.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,EAST  152 STREET,,,45879398,,1006719,237586
320,ADDRESS,HPD,Department of Housing Preservation and Development,2032610092,BRONX,,,,BRONX,2020-03-24T21:22:41.000,08 BRONX,HEAT/HOT WATER,2020-03-22T02:57:18.000,,,ENTIRE BUILDING,,,3300 BAILEY AVENUE,10463,,,,40.879453988498064,"{'type': 'Point', 'coordinates': [-73.9012527860454, 40.879453988498064]}",,,,RESIDENTIAL BUILDING,,-73.9012527860454,MOBILE,BRONX,Unspecified,2020-03-24T21:22:41.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,BAILEY AVENUE,,,45876224,,1011557,259702
321,,NYPD,New York City Police Department,1019070008,MANHATTAN,,,,NEW YORK,2020-03-22T13:53:53.000,10 MANHATTAN,Noise - Residential,2020-03-22T02:57:38.000,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,Banging/Pounding,,,157 WEST  122 STREET,10027,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  122 STREET,40.80649469775176,"{'type': 'Point', 'coordinates': [-73.94842830065996, 40.80649469775176]}",,,,,,-73.94842830065996,PHONE,MANHATTAN,Unspecified,2020-03-22T17:53:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST  122 STREET,,,45877030,,998527,233109
322,,NYPD,New York City Police Department,2032480018,BRONX,,,,BRONX,2020-03-22T09:48:08.000,08 BRONX,Noise - Residential,2020-03-22T02:58:04.000,EAMES PLACE,WEST  195 STREET,Loud Music/Party,,,2714 UNIVERSITY AVENUE,10468,EAMES PLACE,WEST  195 STREET,UNIVERSITY AVENUE,40.86937181971161,"{'type': 'Point', 'coordinates': [-73.90019752857575, 40.86937181971161]}",,,,Residential Building/House,,-73.90019752857575,ONLINE,BRONX,Unspecified,2020-03-22T13:48:10.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,UNIVERSITY AVENUE,,,45877801,,1011853,256029
323,,NYPD,New York City Police Department,2024340015,BRONX,,,,BRONX,2020-03-22T04:49:44.000,04 BRONX,Noise - Residential,2020-03-22T02:58:33.000,EAST  166 STREET,EAST  167 STREET,Loud Music/Party,,,1142 COLLEGE AVENUE,10456,EAST  166 STREET,EAST  167 STREET,COLLEGE AVENUE,40.83114668272803,"{'type': 'Point', 'coordinates': [-73.91432246540302, 40.83114668272803]}",,,,,,-73.91432246540302,PHONE,BRONX,Unspecified,2020-03-22T08:49:50.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,COLLEGE AVENUE,,,45875937,,1007960,242098
324,,DCA,Department of Consumer Affairs,3031880138,BROOKLYN,,,,BROOKLYN,2020-03-23T16:05:47.000,04 BROOKLYN,Consumer Complaint,2020-03-22T03:01:00.000,TROUTMAN STREET,STARR STREET,Retail Store,,,24 WYCKOFF AVENUE,11237,TROUTMAN STREET,STARR STREET,WYCKOFF AVENUE,40.70636560745412,"{'type': 'Point', 'coordinates': [-73.92254403726173, 40.70636560745412]}",,,,,,-73.92254403726173,PHONE,BROOKLYN,Unspecified,2020-03-23T20:05:52.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WYCKOFF AVENUE,,,45876464,,1005725,196634
325,,NYPD,New York City Police Department,4018940011,QUEENS,,,,ELMHURST,2020-03-22T04:14:33.000,04 QUEENS,Noise - Vehicle,2020-03-22T03:01:31.000,94 STREET,JUNCTION BOULEVARD,Car/Truck Music,,,94-32 54 AVENUE,11373,94 STREET,JUNCTION BOULEVARD,54 AVENUE,40.738646309359744,"{'type': 'Point', 'coordinates': [-73.8678117719816, 40.738646309359744]}",,,,,,-73.8678117719816,PHONE,QUEENS,Unspecified,2020-03-22T08:14:35.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,54 AVENUE,,,45878160,,1020882,208413
326,ADDRESS,DEP,Department of Environmental Protection,1005620024,MANHATTAN,,,,NEW YORK,2020-03-23T21:45:00.000,02 MANHATTAN,Noise,2020-03-22T03:04:00.000,E 10 ST,E 11 ST,Noise: Construction Before/After Hours (NM1),,N/A,799 BROADWAY,10003,,,,40.732343039294804,"{'type': 'Point', 'coordinates': [-73.99131505658977, 40.732343039294804]}",,,,,,-73.99131505658977,ONLINE,MANHATTAN,Unspecified,2020-03-23T21:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,BROADWAY,,,45877623,,986657,206089
327,,NYPD,New York City Police Department,5040370020,STATEN ISLAND,,,,STATEN ISLAND,2020-03-22T07:14:45.000,02 STATEN ISLAND,Illegal Parking,2020-03-22T03:05:01.000,INA STREET,EBBITTS AVENUE,Blocked Hydrant,,,158 MILL ROAD,10306,INA STREET,EBBITTS AVENUE,MILL ROAD,40.5650625338263,"{'type': 'Point', 'coordinates': [-74.10953348531419, 40.5650625338263]}",,,,Street/Sidewalk,,-74.10953348531419,MOBILE,STATEN ISLAND,Unspecified,2020-03-22T11:14:46.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,MILL ROAD,,,45878710,,953817,145163
328,,NYPD,New York City Police Department,2039437501,BRONX,,,,BRONX,2020-03-22T08:56:50.000,09 BRONX,Noise - Residential,2020-03-22T03:05:23.000,STARLING AVENUE,METROPOLITAN OVAL,Banging/Pounding,,,1510 UNION PORT ROAD,10462,STARLING AVENUE,METROPOLITAN OVAL,UNIONPORT ROAD,40.836221616211674,"{'type': 'Point', 'coordinates': [-73.85631380803477, 40.836221616211674]}",,,,,,-73.85631380803477,PHONE,BRONX,Unspecified,2020-03-22T12:56:54.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,UNION PORT ROAD,,,45878214,,1024010,243968
329,,NYPD,New York City Police Department,2029960027,BRONX,,,,BRONX,2020-03-22T06:29:01.000,03 BRONX,Noise - Residential,2020-03-22T03:07:31.000,EAST  172 STREET,EAST  173 STREET,Loud Television,,,1555 BRYANT AVENUE,10460,EAST  172 STREET,EAST  173 STREET,BRYANT AVENUE,40.83372490663032,"{'type': 'Point', 'coordinates': [-73.8867646603998, 40.83372490663032]}",,,,Residential Building/House,,-73.8867646603998,PHONE,BRONX,Unspecified,2020-03-22T10:29:07.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,BRYANT AVENUE,,,45879252,,1015585,243046
330,ADDRESS,DOB,Department of Buildings,5040370020,STATEN ISLAND,,,,STATEN ISLAND,2020-03-22T03:08:20.000,02 STATEN ISLAND,Building/Use,2020-03-22T03:08:20.000,,,Zoning - Non-Conforming/Illegal Vehicle Storage,,,158 MILL ROAD,10306,,,,40.5650625338263,"{'type': 'Point', 'coordinates': [-74.10953348531419, 40.5650625338263]}",,,,,,-74.10953348531419,UNKNOWN,STATEN ISLAND,Unspecified,2020-03-22T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,MILL ROAD,,,45878175,,953817,145163
331,ADDRESS,HPD,Department of Housing Preservation and Development,3003760021,BROOKLYN,,,,BROOKLYN,2020-03-23T18:30:28.000,06 BROOKLYN,HEAT/HOT WATER,2020-03-22T03:12:19.000,,,ENTIRE BUILDING,,,100 LUQUER STREET,11231,,,,40.67791468190088,"{'type': 'Point', 'coordinates': [-74.001240208643, 40.67791468190088]}",,,,RESIDENTIAL BUILDING,,-74.001240208643,PHONE,BROOKLYN,Unspecified,2020-03-23T18:30:28.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,LUQUER STREET,,,45877277,,983906,186259
332,ADDRESS,DEP,Department of Environmental Protection,4161200014,QUEENS,,,,Far Rockaway,2020-03-23T07:00:00.000,14 QUEENS,Noise,2020-03-22T03:13:00.000,RULAND PL,ROCKAWAY FRWY,Noise:  lawn care equipment (NCL),,N/A,236 BEACH   87 STREET,11693,,,,40.588152158640135,"{'type': 'Point', 'coordinates': [-73.81221678500002, 40.588152158640135]}",,,,,,-73.81221678500002,ONLINE,QUEENS,Unspecified,2020-03-23T07:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,BEACH   87 STREET,,,45875791,,1036406,153612
333,ADDRESS,DSNY,A - Queens,4107540024,QUEENS,,,,Bellerose,,13 QUEENS,Dirty Conditions,2020-03-22T03:13:00.000,92 ROAD,DAVENPORT AVENUE,E1 Improper Disposal,,N/A,92-36 GETTYSBURG STREET,11426,,,,40.726224096930466,"{'type': 'Point', 'coordinates': [-73.73104721178146, 40.726224096930466]}",,,,Sidewalk,,-73.73104721178146,ONLINE,QUEENS,Unspecified,,The Department of Sanitation is in the process of investigating this complaint.,,Open,GETTYSBURG STREET,,,45878582,,1058796,203974
334,ADDRESS,DSNY,BCC - Brooklyn South,3079680023,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,Missed Collection (All Materials),2020-03-22T03:13:00.000,FOSTER AVENUE,BEDELL LANE,1 Missed Collection,,DSNY Garage,549 EAST   89 STREET,11236,,,,40.6436968687217,"{'type': 'Point', 'coordinates': [-73.91113271638876, 40.6436968687217]}",,,,Sidewalk,,-73.91113271638876,PHONE,BROOKLYN,Unspecified,,The Department of Sanitation is in the process of investigating this complaint.,,Open,EAST   89 STREET,,,45876255,,1008912,173805
335,,NYPD,New York City Police Department,2026770014,BRONX,,,,BRONX,2020-03-22T23:11:35.000,01 BRONX,Noise - Residential,2020-03-22T03:14:26.000,UNION AVENUE,PROSPECT AVENUE,Loud Music/Party,,,824 EAST  161 STREET,10459,UNION AVENUE,PROSPECT AVENUE,EAST  161 STREET,40.82066312558797,"{'type': 'Point', 'coordinates': [-73.90211320671564, 40.82066312558797]}",,,,Residential Building/House,,-73.90211320671564,PHONE,BRONX,Unspecified,2020-03-23T03:11:37.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,EAST  161 STREET,,,45878436,,1011343,238282
336,ADDRESS,HPD,Department of Housing Preservation and Development,4038260045,QUEENS,,,,Ridgewood,2020-03-24T09:30:58.000,05 QUEENS,HEAT/HOT WATER,2020-03-22T03:15:38.000,,,APARTMENT ONLY,,,78-57 76 STREET,11385,,,,40.70348616218964,"{'type': 'Point', 'coordinates': [-73.87290915364954, 40.70348616218964]}",,,,RESIDENTIAL BUILDING,,-73.87290915364954,PHONE,QUEENS,Unspecified,2020-03-24T09:30:58.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,76 STREET,,,45878969,,1019488,195601
337,ADDRESS,HPD,Department of Housing Preservation and Development,1009780001,MANHATTAN,,,,NEW YORK,2020-03-22T09:00:52.000,06 MANHATTAN,HEAT/HOT WATER,2020-03-22T03:15:42.000,,,ENTIRE BUILDING,,,510 EAST   23 STREET,10010,,,,40.73578282484207,"{'type': 'Point', 'coordinates': [-73.97618102549775, 40.73578282484207]}",,,,RESIDENTIAL BUILDING,,-73.97618102549775,PHONE,MANHATTAN,Unspecified,2020-03-22T09:00:52.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EAST   23 STREET,,,45877822,,990851,207343
