,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
848,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-20T09:47:00.000,18 BROOKLYN,Street Light Condition,2020-03-24T09:47:00.000,,,Street Light Out,,,,11234,BASSETT AVENUE,BARLOW DRIVE SOUTH,,40.60911569444904,"{'type': 'Point', 'coordinates': [-73.90484003167678, 40.60911569444904]}",,,,,,-73.90484003167678,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:47:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45886575,,1010672,161208
849,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,2020-03-20T09:47:00.000,Unspecified BROOKLYN,Street Light Condition,2020-03-24T09:47:00.000,,,Street Light Out,,,,,66 ST E,STRICKLAND AVE,,,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:47:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45888087,,,
850,ADDRESS,HPD,Department of Housing Preservation and Development,1017870070,MANHATTAN,,,NEW YORK,,11 MANHATTAN,GENERAL,2020-03-24T09:47:23.000,,,COOKING GAS,,,2385 2 AVENUE,10035,,,,40.80087212350311,"{'type': 'Point', 'coordinates': [-73.93486629312156, 40.80087212350311]}",,,,RESIDENTIAL BUILDING,,-73.93486629312156,PHONE,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,2 AVENUE,,45886022,,1002283,231063
851,,DOHMH,Department of Health and Mental Hygiene,3046940067,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,Unsanitary Animal Pvt Property,2020-03-24T09:47:26.000,SARATOGA AVENUE,LOTT AVENUE,Dog,,,474 EAST   98 STREET,11212,SARATOGA AVENUE,LOTT AVENUE,EAST   98 STREET,40.65717885408404,"{'type': 'Point', 'coordinates': [-73.91422873266113, 40.65717885408404]}",,,,3+ Family Apartment Building,,-73.91422873266113,PHONE,BROOKLYN,Unspecified,,,,In Progress,EAST   98 STREET,,45887178,,1008048,178716
852,,NYPD,New York City Police Department,1018300011,MANHATTAN,,,NEW YORK,2020-03-24T12:25:13.000,10 MANHATTAN,Noise - Residential,2020-03-24T09:47:53.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Banging/Pounding,,,265 WEST  114 STREET,10026,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  114 STREET,40.80275381673463,"{'type': 'Point', 'coordinates': [-73.95544212929333, 40.80275381673463]}",,,,Residential Building/House,,-73.95544212929333,ONLINE,MANHATTAN,Unspecified,2020-03-24T16:25:16.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST  114 STREET,,45887782,,996586,231745
853,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-20T09:48:00.000,15 BROOKLYN,Street Light Condition,2020-03-24T09:48:00.000,,,Street Light Out,,,,11235,EMMONS AVENUE,COYLE STREET,,40.58406512308079,"{'type': 'Point', 'coordinates': [-73.93396528425252, 40.58406512308079]}",,,,,,-73.93396528425252,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:48:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45885890,,1002592,152074
854,,DCA,Department of Consumer Affairs,1018210031,MANHATTAN,,,NEW YORK,,10 MANHATTAN,Consumer Complaint,2020-03-24T09:48:03.000,WEST  111 STREET,WEST  112 STREET,Retail Store,,,37 LENOX AVENUE,10026,WEST  111 STREET,WEST  112 STREET,LENOX AVENUE,40.799296685822696,"{'type': 'Point', 'coordinates': [-73.95167007881292, 40.799296685822696]}",,,,,,-73.95167007881292,PHONE,MANHATTAN,Unspecified,,,,In Progress,LENOX AVENUE,,45886492,,997631,230486
855,,DOITT,Department of Information Technology and Telecommunications,,MANHATTAN,,,,,Unspecified MANHATTAN,LinkNYC,2020-03-24T09:48:14.000,WEST  141 STREET,WEST  142 STREET,Damaged/Defective,,,7 AVENUE,10030,WEST  141 STREET,WEST  142 STREET,,,,,,,,,,PHONE,MANHATTAN,Unspecified,,,,In Progress,7 AVENUE,,45887223,,,
856,,DOHMH,Department of Health and Mental Hygiene,4097930029,QUEENS,,,JAMAICA,,12 QUEENS,Food Poisoning,2020-03-24T09:48:22.000,89 AVENUE,JAMAICA AVENUE,1 or 2,,,89-45 163 STREET,11432,89 AVENUE,JAMAICA AVENUE,163 STREET,40.70665362100147,"{'type': 'Point', 'coordinates': [-73.79801835006643, 40.70665362100147]}",,,,Other (Explain Below),,-73.79801835006643,PHONE,QUEENS,Unspecified,,,,In Progress,163 STREET,,45885746,,1040250,196794
857,ADDRESS,DEP,Department of Environmental Protection,,MANHATTAN,,,NEW YORK,2020-03-25T12:00:00.000,06 MANHATTAN,Noise,2020-03-24T09:49:00.000,E 23 ST,E 24 ST,Noise: Construction Equipment (NC1),,N/A,397 1 AVENUE,10010,,,,40.736603987345696,"{'type': 'Point', 'coordinates': [-73.97863446662957, 40.736603987345696]}",,,,,,-73.97863446662957,ONLINE,MANHATTAN,Unspecified,2020-03-25T12:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,1 AVENUE,,45887518,,990171,207642
858,ADDRESS,DEP,Department of Environmental Protection,1013020043,MANHATTAN,,,NEW YORK,2020-03-25T10:45:00.000,06 MANHATTAN,Noise,2020-03-24T09:49:00.000,LEXINGTON AVE,3 AVE,Noise: Construction Equipment (NC1),,N/A,148 EAST   48 STREET,10017,,,,40.7550310038263,"{'type': 'Point', 'coordinates': [-73.9727957148376, 40.7550310038263]}",,,,,,-73.9727957148376,ONLINE,MANHATTAN,Unspecified,2020-03-25T10:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,EAST   48 STREET,,45886744,,991787,214356
859,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,NEW YORK,2020-03-24T09:49:00.000,01 MANHATTAN,Street Light Condition,2020-03-24T09:49:00.000,,,Street Light Out,,,,10007,WEST STREET,BARCLAY STREET,,40.714487915505735,"{'type': 'Point', 'coordinates': [-74.01358485052825, 40.714487915505735]}",,,,,,-74.01358485052825,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T23:25:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,45890748,,980484,199584
860,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,2020-03-20T09:49:00.000,Unspecified BROOKLYN,Street Light Condition,2020-03-24T09:49:00.000,,,Fixture/Luminaire Out Of Position,,,,,EMMONS AVE,29 ST E,,,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:49:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45889192,,,
861,INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,,,Howard Beach,,10 QUEENS,Sewer,2020-03-24T09:49:00.000,,,Catch Basin Clogged/Flooding (Use Comments) (SC),,,,11414,104 STREET,JAMES COURT,,40.65276152356739,"{'type': 'Point', 'coordinates': [-73.82772273281172, 40.65276152356739]}",,,,,,-73.82772273281172,PHONE,QUEENS,Unspecified,,,,Open,,,45888969,,1032053,177142
862,,NYPD,New York City Police Department,2057680859,BRONX,,,BRONX,2020-03-24T17:15:01.000,08 BRONX,Blocked Driveway,2020-03-24T09:49:02.000,WEST  236 STREET,WEST  238 STREET,No Access,,,3629 TIBBETT AVENUE,10463,WEST  236 STREET,WEST  238 STREET,TIBBETT AVENUE,40.88555701711648,"{'type': 'Point', 'coordinates': [-73.90312069487446, 40.88555701711648]}",,,,,,-73.90312069487446,PHONE,BRONX,Unspecified,2020-03-24T21:15:04.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,TIBBETT AVENUE,,45888886,,1011038,261925
863,,NYPD,New York City Police Department,1007840039,MANHATTAN,,,NEW YORK,2020-03-24T10:54:29.000,05 MANHATTAN,Noise - Street/Sidewalk,2020-03-24T09:49:54.000,WEST   34 STREET,WEST   35 STREET,Loud Music/Party,,,442 7 AVENUE,10001,WEST   34 STREET,WEST   35 STREET,7 AVENUE,40.75104571549359,"{'type': 'Point', 'coordinates': [-73.99059438438354, 40.75104571549359]}",,,,Street/Sidewalk,,-73.99059438438354,ONLINE,MANHATTAN,Unspecified,2020-03-24T14:54:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,7 AVENUE,,45889931,,986856,212903
864,,NYPD,New York City Police Department,,Unspecified,Southbound/To RFK Triborough Br,Orchard Beach City Island (Exit 8B) - Westchester Ave (Exit 8A),,2020-03-24T15:39:18.000,0 Unspecified,Abandoned Vehicle,2020-03-24T09:49:55.000,,,With License Plate,,,,,,,,,,,,,Highway,,,ONLINE,Unspecified,Unspecified,2020-03-24T19:39:20.000,This complaint does not fall under the Police Department's jurisdiction.,Roadway,Closed,,,45887265,,,
865,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-20T09:50:00.000,15 BROOKLYN,Street Light Condition,2020-03-24T09:50:00.000,,,Fixture/Luminaire Out Of Position,,,,11235,EMMONS AVENUE,BEDFORD AVENUE,,40.58365302348241,"{'type': 'Point', 'coordinates': [-73.94355294444074, 40.58365302348241]}",,,,,,-73.94355294444074,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:50:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45887735,,999929,151922
866,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,2020-03-23T00:00:00.000,Unspecified MANHATTAN,Street Light Condition,2020-03-24T09:50:00.000,,,Street Light Out,,,,,NORTH END AVE,MURRAY ST,,,,,,,,,,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T00:00:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45886625,,,
867,ADDRESS,HPD,Department of Housing Preservation and Development,2028760167,BRONX,,,BRONX,,05 BRONX,HEAT/HOT WATER,2020-03-24T09:50:02.000,,,APARTMENT ONLY,,,1690 NELSON AVENUE,10453,,,,40.84808910732427,"{'type': 'Point', 'coordinates': [-73.91715969878656, 40.84808910732427]}",,,,RESIDENTIAL BUILDING,,-73.91715969878656,MOBILE,BRONX,Unspecified,2020-03-24T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,NELSON AVENUE,,45885467,,1007169,248270
868,,NYPD,New York City Police Department,2050990041,BRONX,,,BRONX,2020-03-25T03:20:52.000,12 BRONX,Abandoned Vehicle,2020-03-24T09:50:58.000,NEREID AVENUE,EAST  241 STREET,With License Plate,,,4459 SETON AVENUE,10466,NEREID AVENUE,EAST  241 STREET,SETON AVENUE,40.901665858508366,"{'type': 'Point', 'coordinates': [-73.84137354368151, 40.901665858508366]}",,,,Street/Sidewalk,,-73.84137354368151,PHONE,BRONX,Unspecified,2020-03-25T07:20:57.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SETON AVENUE,,45885181,,1028101,267819
869,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,NEW YORK,2020-03-24T09:51:00.000,01 MANHATTAN,Street Light Condition,2020-03-24T09:51:00.000,,,Street Light Out,,,,10013,HARRISON STREET,HUDSON STREET,,40.718641201625516,"{'type': 'Point', 'coordinates': [-74.00882024144543, 40.718641201625516]}",,,,,,-74.00882024144543,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T00:35:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,45888789,,981805,201097
870,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-20T09:51:00.000,13 BROOKLYN,Street Light Condition,2020-03-24T09:51:00.000,,,Street Light Out,,,,11235,BRIGHTON 11 STREET,BRIGHTON BEACH AVENUE,,40.57812331265048,"{'type': 'Point', 'coordinates': [-73.95901546652755, 40.57812331265048]}",,,,,,-73.95901546652755,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:51:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45885860,,995635,149905
871,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-20T09:51:00.000,13 BROOKLYN,Street Light Condition,2020-03-24T09:51:00.000,,,Street Light Out,,,,11235,BRIGHTON BEACH AVENUE,BRIGHTON 6 STREET,,40.577610874462295,"{'type': 'Point', 'coordinates': [-73.96144207569856, 40.577610874462295]}",,,,,,-73.96144207569856,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:51:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45886623,,994961,149718
872,,NYPD,New York City Police Department,3053227501,BROOKLYN,,,BROOKLYN,2020-03-24T14:57:57.000,07 BROOKLYN,Illegal Parking,2020-03-24T09:51:17.000,CATON PLACE,KERMIT PLACE,Posted Parking Sign Violation,,,346 CONEY ISLAND AVENUE,11218,CATON PLACE,KERMIT PLACE,CONEY ISLAND AVENUE,40.649467080055125,"{'type': 'Point', 'coordinates': [-73.97175403850363, 40.649467080055125]}",,,,Street/Sidewalk,,-73.97175403850363,MOBILE,BROOKLYN,Unspecified,2020-03-24T18:58:01.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,CONEY ISLAND AVENUE,,45886541,,992088,175896
873,,NYPD,New York City Police Department,4090820052,QUEENS,,,OZONE PARK,2020-03-24T16:09:03.000,09 QUEENS,Abandoned Vehicle,2020-03-24T09:51:44.000,81 STREET,84 STREET,With License Plate,,,81-53 102 ROAD,11416,81 STREET,84 STREET,102 ROAD,40.67998993826705,"{'type': 'Point', 'coordinates': [-73.85578513986115, 40.67998993826705]}",,,,Street/Sidewalk,,-73.85578513986115,MOBILE,QUEENS,Unspecified,2020-03-24T20:09:04.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,102 ROAD,,45889559,,1024250,187048
874,ADDRESS,DOB,Department of Buildings,1001370010,MANHATTAN,,,NEW YORK,2020-03-24T09:51:47.000,01 MANHATTAN,Emergency Response Team (ERT),2020-03-24T09:51:47.000,,,After Hours Work - Illegal,,N/A,86 WARREN STREET,10007,,,,40.71537753043282,"{'type': 'Point', 'coordinates': [-74.01061262974801, 40.71537753043282]}",,,,,,-74.01061262974801,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,WARREN STREET,,45886570,,981308,199908
875,,NYPD,New York City Police Department,4017760045,QUEENS,,,CORONA,2020-03-24T11:29:08.000,03 QUEENS,Abandoned Vehicle,2020-03-24T09:51:50.000,104 STREET,108 STREET,With License Plate,,,104-59 ROOSEVELT AVENUE,11368,104 STREET,108 STREET,ROOSEVELT AVENUE,40.75037906229831,"{'type': 'Point', 'coordinates': [-73.85994212516256, 40.75037906229831]}",,,,Street/Sidewalk,,-73.85994212516256,PHONE,QUEENS,Unspecified,2020-03-24T15:29:16.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,ROOSEVELT AVENUE,,45886678,,1023056,212691
876,ADDRESS,DSNY,BCC - Bronx,2050990041,BRONX,,,BRONX,2020-03-25T12:00:00.000,12 BRONX,Derelict Vehicles,2020-03-24T09:52:00.000,NEREID AVENUE,EAST 241 STREET,14 Derelict Vehicles,,DSNY Garage,4459 SETON AVENUE,10466,,,,40.901665858508366,"{'type': 'Point', 'coordinates': [-73.84137354368151, 40.901665858508366]}",,,,Street,,-73.84137354368151,PHONE,BRONX,Unspecified,2020-03-25T10:46:00.000,,,Closed,SETON AVENUE,,45886942,,1028101,267819
877,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,2020-03-20T09:52:00.000,Unspecified BROOKLYN,Street Light Condition,2020-03-24T09:52:00.000,,,Fixture/Luminaire Out Of Position,,,,,2 ST W,2 PL W,,,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:52:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45890475,,,
878,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,2020-03-24T09:52:00.000,Unspecified MANHATTAN,Street Light Condition,2020-03-24T09:52:00.000,,,Fixture/Luminaire Out Of Position,,,,,54 ST E,2 AVE,,,,,,,,,,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T20:15:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,45887814,,,
879,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,2020-03-24T09:53:00.000,Unspecified MANHATTAN,Street Light Condition,2020-03-24T09:53:00.000,,,Fixture/Luminaire Hanging,,,,,49 ST E,3 AVE,,,,,,,,,,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T20:45:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,45885813,,,
880,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,2020-03-20T09:53:00.000,Unspecified BROOKLYN,Street Light Condition,2020-03-24T09:53:00.000,,,Foreign Attachment On Wood Pole,,,,,SURF AVE,8 ST W,,,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T09:53:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,45886239,,,
881,,DOHMH,Department of Health and Mental Hygiene,,Unspecified,,,,,0 Unspecified,Food Establishment,2020-03-24T09:53:28.000,,,Food Worker Hygiene,,,,,,,,,,,,,Other (Explain Below),,,ONLINE,Unspecified,Unspecified,,,,In Progress,,,45887969,,,
882,,DCA,Department of Consumer Affairs,4091190037,QUEENS,,,OZONE PARK,2020-03-25T11:35:27.000,10 QUEENS,Consumer Complaint,2020-03-24T09:53:51.000,96 STREET,ROCKAWAY BOULEVARD,Bodega/Deli/Supermarket,,,96-09 LIBERTY AVENUE,11417,96 STREET,ROCKAWAY BOULEVARD,LIBERTY AVENUE,40.68065369524148,"{'type': 'Point', 'coordinates': [-73.84284388401832, 40.68065369524148]}",,,,,,-73.84284388401832,PHONE,QUEENS,Unspecified,2020-03-25T15:35:29.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,LIBERTY AVENUE,,45885537,,1027839,187296
