,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1050,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,BRONX,,10 BRONX,HEAT/HOT WATER,2020-03-25T10:10:32.000,,,ENTIRE BUILDING,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45896059,,1031980,248204
1051,ADDRESS,HPD,Department of Housing Preservation and Development,3052480012,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,PLUMBING,2020-03-25T10:11:01.000,,,WATER SUPPLY,,,50 KENILWORTH PLACE,11210,,,,40.63480298221904,"{'type': 'Point', 'coordinates': [-73.95106502150779, 40.63480298221904]}",,,,RESIDENTIAL BUILDING,,-73.95106502150779,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,KENILWORTH PLACE,,,45894219,,997832,170556
1052,,NYPD,New York City Police Department,,STATEN ISLAND,,,,2020-03-25T13:57:37.000,03 STATEN ISLAND,Traffic,2020-03-25T10:11:36.000,ARMSTRONG AVENUE,KING STREET,Truck Route Violation,,,ARMSTRONG AVENUE,10308,ARMSTRONG AVENUE,KING STREET,,40.53884266991452,"{'type': 'Point', 'coordinates': [-74.15178936607404, 40.53884266991452]}",,,,Street/Sidewalk,,-74.15178936607404,ONLINE,STATEN ISLAND,Unspecified,2020-03-25T17:57:39.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,ARMSTRONG AVENUE,,,45895358,,942060,135628
1053,,NYPD,New York City Police Department,1014690031,MANHATTAN,,,NEW YORK,2020-03-25T11:47:45.000,08 MANHATTAN,Noise - Street/Sidewalk,2020-03-25T10:11:50.000,1 AVENUE,YORK AVENUE,Loud Talking,,,438 EAST   75 STREET,10021,1 AVENUE,YORK AVENUE,EAST   75 STREET,40.76934695342244,"{'type': 'Point', 'coordinates': [-73.95363049497792, 40.76934695342244]}",,,,Street/Sidewalk,,-73.95363049497792,MOBILE,MANHATTAN,Unspecified,2020-03-25T15:47:48.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   75 STREET,,,45895171,,997094,219574
1054,,NYPD,New York City Police Department,3057910015,BROOKLYN,,,BROOKLYN,2020-03-25T12:37:08.000,07 BROOKLYN,Noise - Residential,2020-03-25T10:11:52.000,4 AVENUE,5 AVENUE,Banging/Pounding,,,418 61 STREET,11220,4 AVENUE,5 AVENUE,61 STREET,40.639845870326205,"{'type': 'Point', 'coordinates': [-74.01834749893119, 40.639845870326205]}",,,,,,-74.01834749893119,PHONE,BROOKLYN,Unspecified,2020-03-25T16:37:12.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,61 STREET,,,45890922,,979158,172390
1055,,NYPD,New York City Police Department,,QUEENS,,,JACKSON HEIGHTS,2020-03-25T12:31:32.000,03 QUEENS,Blocked Driveway,2020-03-25T10:11:54.000,37 AVENUE,ROOSEVELT AVENUE,No Access,,,37-49 81 STREET,11372,37 AVENUE,ROOSEVELT AVENUE,81 STREET,40.749303580541216,"{'type': 'Point', 'coordinates': [-73.88516495140703, 40.749303580541216]}",,,,Street/Sidewalk,,-73.88516495140703,ONLINE,QUEENS,Unspecified,2020-03-25T16:31:34.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,81 STREET,,,45895177,,1016068,212289
1056,,DCA,Department of Consumer Affairs,4041720007,QUEENS,,,COLLEGE POINT,,07 QUEENS,Consumer Complaint,2020-03-25T10:12:11.000,20 AVENUE,22 AVENUE,Hotel,,,20-07 127 STREET,11356,20 AVENUE,22 AVENUE,127 STREET,40.781455757966704,"{'type': 'Point', 'coordinates': [-73.84141438389342, 40.781455757966704]}",,,,,,-73.84141438389342,PHONE,QUEENS,Unspecified,,,,In Progress,127 STREET,,,45894806,,1028169,224022
1057,,NYPD,New York City Police Department,4042850010,QUEENS,,,FLUSHING,2020-03-25T10:27:07.000,07 QUEENS,Noise - Residential,2020-03-25T10:12:46.000,28 ROAD,UNION STREET,Banging/Pounding,,,141-09 28 AVENUE,11354,28 ROAD,UNION STREET,28 AVENUE,40.77312204070899,"{'type': 'Point', 'coordinates': [-73.82756300210409, 40.77312204070899]}",,,,Residential Building/House,,-73.82756300210409,PHONE,QUEENS,Unspecified,2020-03-25T14:27:11.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,28 AVENUE,,,45894266,,1032011,220993
1058,,NYPD,New York City Police Department,,STATEN ISLAND,,,,2020-03-25T11:44:41.000,02 STATEN ISLAND,Illegal Parking,2020-03-25T10:12:46.000,ELWOOD AVENUE,ROCKNE STREET,Blocked Hydrant,,,ELWOOD AVENUE,10314,ELWOOD AVENUE,ROCKNE STREET,,40.586224013825436,"{'type': 'Point', 'coordinates': [-74.15958372799851, 40.586224013825436]}",,,,,,-74.15958372799851,PHONE,STATEN ISLAND,Unspecified,2020-03-25T15:44:42.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ELWOOD AVENUE,,,45891589,,939925,152894
1059,ADDRESS,DEP,Department of Environmental Protection,2033750059,BRONX,,,BRONX,,12 BRONX,Noise,2020-03-25T10:13:00.000,E 233 ST,KATONAH AVE,Noise: Construction Equipment (NC1),,N/A,283 EAST  234 STREET,10470,,,,40.896835637278365,"{'type': 'Point', 'coordinates': [-73.86786251156862, 40.896835637278365]}",,,,,,-73.86786251156862,PHONE,BRONX,Unspecified,2020-03-25T17:12:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,EAST  234 STREET,,,45893703,,1020781,266047
1060,INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,,,Elmhurst,2020-03-25T19:30:00.000,04 QUEENS,Water System,2020-03-25T10:13:00.000,,,Hydrant Running (WC3),,,,11373,47 AVENUE,79 STREET,,40.740163902273736,"{'type': 'Point', 'coordinates': [-73.88551269796316, 40.740163902273736]}",,,,,,-73.88551269796316,PHONE,QUEENS,Unspecified,2020-03-25T19:30:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,45895103,,1015976,208959
1061,ADDRESS,HPD,Department of Housing Preservation and Development,2057030209,BRONX,,,BRONX,,08 BRONX,HEAT/HOT WATER,2020-03-25T10:14:35.000,,,ENTIRE BUILDING,,,3025 GODWIN TERRACE,10463,,,,40.87833035031833,"{'type': 'Point', 'coordinates': [-73.90657377788568, 40.87833035031833]}",,,,RESIDENTIAL BUILDING,,-73.90657377788568,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,GODWIN TERRACE,,,45895510,,1010086,259291
1062,,DOHMH,Department of Health and Mental Hygiene,4096190031,QUEENS,,,JAMAICA,,12 QUEENS,Smoking,2020-03-25T10:15:00.000,138 STREET,QUEENS BOULEVARD,Smoking Violation,,,138-19 JAMAICA AVENUE,11435,138 STREET,QUEENS BOULEVARD,JAMAICA AVENUE,40.70252323470668,"{'type': 'Point', 'coordinates': [-73.81462481863822, 40.70252323470668]}",,,,Restaurant/Bar/Deli/Bakery,,-73.81462481863822,PHONE,QUEENS,Unspecified,,,,In Progress,JAMAICA AVENUE,,,45895067,,1035649,195279
1063,,NYPD,New York City Police Department,4115310038,QUEENS,,,OZONE PARK,2020-03-25T14:04:50.000,10 QUEENS,Illegal Parking,2020-03-25T10:15:25.000,PITKIN AVENUE,149 AVENUE,Posted Parking Sign Violation,,,137-39 95 STREET,11417,PITKIN AVENUE,149 AVENUE,95 STREET,40.67219465267296,"{'type': 'Point', 'coordinates': [-73.84111180839322, 40.67219465267296]}",,,,Street/Sidewalk,,-73.84111180839322,ONLINE,QUEENS,Unspecified,2020-03-25T18:04:54.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,95 STREET,,,45894865,,1028325,184215
1064,ADDRESS,DEP,Department of Environmental Protection,1020880019,MANHATTAN,,,NEW YORK,,09 MANHATTAN,Air Quality,2020-03-25T10:16:00.000,BROADWAY,RIVERSIDE DR,"Air: Smoke, Chimney or vent (AS1)",,N/A,619 WEST  140 STREET,10031,,,,40.823541532060325,"{'type': 'Point', 'coordinates': [-73.95340484672931, 40.823541532060325]}",,,,,,-73.95340484672931,PHONE,MANHATTAN,Unspecified,,,,Open,WEST  140 STREET,,,45892988,,997146,239319
1065,ADDRESS,DEP,Department of Environmental Protection,1009140057,MANHATTAN,,,NEW YORK,,06 MANHATTAN,Noise,2020-03-25T10:16:00.000,3 AVE,QUEENS MIDTOWN TUNNEL EXIT,Noise: Construction Before/After Hours (NM1),,N/A,206 EAST   34 STREET,10016,,,,40.7455874026925,"{'type': 'Point', 'coordinates': [-73.97781236083736, 40.7455874026925]}",,,,,,-73.97781236083736,PHONE,MANHATTAN,Unspecified,,,,Open,EAST   34 STREET,,,45894379,,990398,210915
1066,ADDRESS,DEP,Department of Environmental Protection,4022110018,QUEENS,,,Forest Hills,,06 QUEENS,Noise,2020-03-25T10:16:00.000,68 DR,69 AVE,Noise: Jack Hammering (NC2),,N/A,68-60 108 STREET,11375,,,,40.72543031280581,"{'type': 'Point', 'coordinates': [-73.84575444061443, 40.72543031280581]}",,,,,,-73.84575444061443,PHONE,QUEENS,Unspecified,,,,Open,108 STREET,,,45891803,,1027003,203608
1067,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,BRONX,,10 BRONX,UNSANITARY CONDITION,2020-03-25T10:16:38.000,,,GARBAGE/RECYCLING STORAGE,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45891811,,1031980,248204
1068,ADDRESS,HPD,Department of Housing Preservation and Development,2042850005,BRONX,,,BRONX,,11 BRONX,HEAT/HOT WATER,2020-03-25T10:16:46.000,,,ENTIRE BUILDING,,,2040 BRONXDALE AVENUE,10462,,,,40.850794587937656,"{'type': 'Point', 'coordinates': [-73.86653703997725, 40.850794587937656]}",,,,RESIDENTIAL BUILDING,,-73.86653703997725,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,BRONXDALE AVENUE,,,45892645,,1021173,249273
1069,,DCA,Department of Consumer Affairs,4067890065,QUEENS,,,FRESH MEADOWS,,08 QUEENS,Consumer Complaint,2020-03-25T10:16:48.000,JEWEL AVENUE,71 AVENUE,Employment Agency,,,70-23 PARSONS BOULEVARD,11365,JEWEL AVENUE,71 AVENUE,PARSONS BOULEVARD,40.73130142537798,"{'type': 'Point', 'coordinates': [-73.81082836161065, 40.73130142537798]}",,,,,,-73.81082836161065,PHONE,QUEENS,Unspecified,,,,In Progress,PARSONS BOULEVARD,,,45895248,,1036679,205766
1070,,DOT,Department of Transportation,3054810001,BROOKLYN,,,BROOKLYN,,12 BROOKLYN,Sidewalk Condition,2020-03-25T10:17:13.000,53 STREET,54 STREET,Broken Sidewalk,,,5319 19 AVENUE,11204,53 STREET,54 STREET,19 AVENUE,40.62430482761872,"{'type': 'Point', 'coordinates': [-73.98133616299158, 40.62430482761872]}",,,,Sidewalk,,-73.98133616299158,ONLINE,BROOKLYN,Unspecified,,,,In Progress,19 AVENUE,,,45892250,,989431,166728
1071,ADDRESS,HPD,Department of Housing Preservation and Development,3050260100,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2020-03-25T10:17:32.000,,,ENTIRE BUILDING,,,580 FLATBUSH AVENUE,11225,,,,40.65957556772453,"{'type': 'Point', 'coordinates': [-73.96057653120009, 40.65957556772453]}",,,,RESIDENTIAL BUILDING,,-73.96057653120009,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,FLATBUSH AVENUE,,,45893661,,995188,179580
1072,,NYPD,New York City Police Department,3061550012,BROOKLYN,,,BROOKLYN,2020-03-25T12:32:49.000,10 BROOKLYN,Noise - Residential,2020-03-25T10:17:34.000,12 AVENUE,13 AVENUE,Loud Talking,,,1216 BAYRIDGE AVENUE,11219,12 AVENUE,13 AVENUE,BAY RIDGE AVENUE,40.624674012055664,"{'type': 'Point', 'coordinates': [-74.00551884892072, 40.624674012055664]}",,,,Residential Building/House,,-74.00551884892072,PHONE,BROOKLYN,Unspecified,2020-03-25T16:32:50.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BAYRIDGE AVENUE,,,45894368,,982718,166862
1073,,NYPD,New York City Police Department,3014330028,BROOKLYN,,,BROOKLYN,2020-03-25T15:22:14.000,16 BROOKLYN,Noise - Residential,2020-03-25T10:18:26.000,ROOSEVELT PLACE,RADDE PLACE,Banging/Pounding,,,2170 ATLANTIC AVENUE,11233,ROOSEVELT PLACE,RADDE PLACE,ATLANTIC AVENUE,40.67655195596966,"{'type': 'Point', 'coordinates': [-73.91483832976763, 40.67655195596966]}",,,,Residential Building/House,,-73.91483832976763,ONLINE,BROOKLYN,Unspecified,2020-03-25T19:22:16.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ATLANTIC AVENUE,,,45894966,,1007872,185774
1074,,NYPD,New York City Police Department,1016307501,MANHATTAN,,,NEW YORK,2020-03-25T11:06:55.000,11 MANHATTAN,Noise - Residential,2020-03-25T10:19:03.000,LEXINGTON AVENUE,3 AVENUE,Banging/Pounding,,,173 EAST  102 STREET,10029,LEXINGTON AVENUE,3 AVENUE,EAST  102 STREET,40.78931491977544,"{'type': 'Point', 'coordinates': [-73.94727155012328, 40.78931491977544]}",,,,Residential Building/House,,-73.94727155012328,ONLINE,MANHATTAN,Unspecified,2020-03-25T15:06:57.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  102 STREET,,,45892284,,998851,226850
1075,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,BRONX,,10 BRONX,UNSANITARY CONDITION,2020-03-25T10:19:27.000,,,GARBAGE/RECYCLING STORAGE,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45893207,,1031980,248204
1076,,DCA,Department of Consumer Affairs,2042350045,BRONX,,,BRONX,,10 BRONX,Consumer Complaint,2020-03-25T10:19:38.000,ARNOW PLACE,SANDS PLACE,Bodega/Deli/Supermarket,,,3151 WESTCHESTER AVENUE,10461,ARNOW PLACE,SANDS PLACE,WESTCHESTER AVENUE,40.85031038065964,"{'type': 'Point', 'coordinates': [-73.83017506415364, 40.85031038065964]}",,,,,,-73.83017506415364,PHONE,BRONX,Unspecified,,,,In Progress,WESTCHESTER AVENUE,,,45894615,,1031233,249114
1077,ADDRESS,HPD,Department of Housing Preservation and Development,3013140072,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2020-03-25T10:19:39.000,,,ENTIRE BUILDING,,,165 STERLING STREET,11225,,,,40.66284549305333,"{'type': 'Point', 'coordinates': [-73.95549954199146, 40.66284549305333]}",,,,RESIDENTIAL BUILDING,,-73.95549954199146,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,STERLING STREET,,,45895892,,996596,180772
1078,ADDRESS,HPD,Department of Housing Preservation and Development,3075480006,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,HEAT/HOT WATER,2020-03-25T10:19:41.000,,,ENTIRE BUILDING,,,1299 OCEAN AVENUE,11230,,,,40.630872206466705,"{'type': 'Point', 'coordinates': [-73.95735824737767, 40.630872206466705]}",,,,RESIDENTIAL BUILDING,,-73.95735824737767,ONLINE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,OCEAN AVENUE,,,45892086,,996086,169123
1079,ADDRESS,HPD,Department of Housing Preservation and Development,3058630071,BROOKLYN,,,BROOKLYN,,10 BROOKLYN,HEAT/HOT WATER,2020-03-25T10:19:44.000,,,ENTIRE BUILDING,,,321 BAY RIDGE AVENUE,11220,,,,40.63541721056557,"{'type': 'Point', 'coordinates': [-74.02529639473131, 40.63541721056557]}",,,,RESIDENTIAL BUILDING,,-74.02529639473131,MOBILE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BAY RIDGE AVENUE,,,45891151,,977229,170777
1080,ADDRESS,HPD,Department of Housing Preservation and Development,3046480033,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,HEAT/HOT WATER,2020-03-25T10:19:49.000,,,APARTMENT ONLY,,,9325 KINGS HIGHWAY,11212,,,,40.65777098835021,"{'type': 'Point', 'coordinates': [-73.92085604115124, 40.65777098835021]}",,,,RESIDENTIAL BUILDING,,-73.92085604115124,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,KINGS HIGHWAY,,,45894073,,1006209,178930
1081,,DCA,Department of Consumer Affairs,1022370075,MANHATTAN,,,NEW YORK,,12 MANHATTAN,Consumer Complaint,2020-03-25T10:20:04.000,DYCKMAN STREET,CUMMING STREET,Retail Store,,,4785 BROADWAY,10034,DYCKMAN STREET,CUMMING STREET,BROADWAY,40.865919339070196,"{'type': 'Point', 'coordinates': [-73.92620142435798, 40.865919339070196]}",,,,,,-73.92620142435798,PHONE,MANHATTAN,Unspecified,,,,In Progress,BROADWAY,,,45891422,,1004662,254764
1082,,NYPD,New York City Police Department,,BROOKLYN,,,BROOKLYN,2020-03-25T14:00:49.000,17 BROOKLYN,Illegal Parking,2020-03-25T10:20:10.000,ALBEMARLE ROAD,TILDEN AVENUE,Blocked Hydrant,,,57 EAST   29 STREET,11226,ALBEMARLE ROAD,TILDEN AVENUE,EAST   29 STREET,40.64741214780387,"{'type': 'Point', 'coordinates': [-73.95017649272256, 40.64741214780387]}",,,,Street/Sidewalk,,-73.95017649272256,ONLINE,BROOKLYN,Unspecified,2020-03-25T18:00:58.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   29 STREET,,,45895158,,998076,175150
1083,ADDRESS,HPD,Department of Housing Preservation and Development,3033830002,BROOKLYN,,,BROOKLYN,2020-03-25T16:39:15.000,04 BROOKLYN,HEAT/HOT WATER,2020-03-25T10:20:15.000,,,ENTIRE BUILDING,,,479 CENTRAL AVENUE,11221,,,,40.69142208687922,"{'type': 'Point', 'coordinates': [-73.91343103100255, 40.69142208687922]}",,,,RESIDENTIAL BUILDING,,-73.91343103100255,PHONE,BROOKLYN,Unspecified,2020-03-25T16:39:15.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,CENTRAL AVENUE,,,45895212,,1008257,191192
1084,ADDRESS,HPD,Department of Housing Preservation and Development,3033830002,BROOKLYN,,,BROOKLYN,2020-03-25T16:46:52.000,04 BROOKLYN,ELECTRIC,2020-03-25T10:20:15.000,,,POWER OUTAGE,,,479 CENTRAL AVENUE,11221,,,,40.69142208687922,"{'type': 'Point', 'coordinates': [-73.91343103100255, 40.69142208687922]}",,,,RESIDENTIAL BUILDING,,-73.91343103100255,PHONE,BROOKLYN,Unspecified,2020-03-25T16:46:52.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,CENTRAL AVENUE,,,45893529,,1008257,191192
