,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
1458,,NYPD,New York City Police Department,3057980041,BROOKLYN,,,BROOKLYN,2020-03-18T13:00:01.000,07 BROOKLYN,Illegal Parking,2020-03-18T10:06:14.000,62 STREET,63 STREET,Blocked Sidewalk,,,6202 THIRD AVENUE,11220,62 STREET,63 STREET,3 AVENUE,40.64098433330081,"{'type': 'Point', 'coordinates': [-74.02190783525164, 40.64098433330081]}",,,,Street/Sidewalk,,-74.02190783525164,MOBILE,BROOKLYN,Unspecified,2020-03-18T17:00:04.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,THIRD AVENUE,,,45856380,978170,172805
1459,ADDRESS,HPD,Department of Housing Preservation and Development,4089150038,QUEENS,,,Woodhaven,2020-03-23T21:29:57.000,09 QUEENS,GENERAL,2020-03-18T10:06:18.000,,,MAILBOX,,,88-42 85 STREET,11421,,,,40.68951155137531,"{'type': 'Point', 'coordinates': [-73.85798216813772, 40.68951155137531]}",,,,RESIDENTIAL BUILDING,,-73.85798216813772,PHONE,QUEENS,Unspecified,2020-03-23T21:29:57.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,85 STREET,,,45855772,1023635,190516
1460,ADDRESS,HPD,Department of Housing Preservation and Development,4089150038,QUEENS,,,Woodhaven,,09 QUEENS,ELECTRIC,2020-03-18T10:06:18.000,,,OUTLET/SWITCH,,,88-42 85 STREET,11421,,,,40.68951155137531,"{'type': 'Point', 'coordinates': [-73.85798216813772, 40.68951155137531]}",,,,RESIDENTIAL BUILDING,,-73.85798216813772,PHONE,QUEENS,Unspecified,2020-03-18T00:00:00.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",,Open,85 STREET,,,45855079,1023635,190516
1461,ADDRESS,HPD,Department of Housing Preservation and Development,4089150038,QUEENS,,,Woodhaven,2020-03-23T21:29:56.000,09 QUEENS,UNSANITARY CONDITION,2020-03-18T10:06:18.000,,,GARBAGE/RECYCLING STORAGE,,,88-42 85 STREET,11421,,,,40.68951155137531,"{'type': 'Point', 'coordinates': [-73.85798216813772, 40.68951155137531]}",,,,RESIDENTIAL BUILDING,,-73.85798216813772,PHONE,QUEENS,Unspecified,2020-03-23T21:29:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,85 STREET,,,45853116,1023635,190516
1462,ADDRESS,HPD,Department of Housing Preservation and Development,4089150038,QUEENS,,,Woodhaven,,09 QUEENS,ELECTRIC,2020-03-18T10:06:18.000,,,NO LIGHTING,,,88-42 85 STREET,11421,,,,40.68951155137531,"{'type': 'Point', 'coordinates': [-73.85798216813772, 40.68951155137531]}",,,,RESIDENTIAL BUILDING,,-73.85798216813772,PHONE,QUEENS,Unspecified,2020-03-18T00:00:00.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",,Open,85 STREET,,,45850983,1023635,190516
1463,,DCA,Department of Consumer Affairs,4113580001,QUEENS,,,HOWARD BEACH,2020-03-20T15:08:15.000,10 QUEENS,Consumer Complaint,2020-03-18T10:06:33.000,SOUTH CONDUIT AVENUE,LINDEN BOULEVARD,Retail Store,,,133-40 79 STREET,11414,SOUTH CONDUIT AVENUE,LINDEN BOULEVARD,79 STREET,40.67183631419698,"{'type': 'Point', 'coordinates': [-73.8566751642254, 40.67183631419698]}",,,,,,-73.8566751642254,PHONE,QUEENS,Unspecified,2020-03-20T19:08:29.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,79 STREET,,,45850794,1024008,184077
1464,ADDRESS,DOB,Department of Buildings,3029930001,BROOKLYN,,,BROOKLYN,2020-03-18T10:06:34.000,01 BROOKLYN,Elevator,2020-03-18T10:06:34.000,,,Elevator - Single Device On Property/No Alternate Service,,,486 JOHNSON AVENUE,11237,,,,40.70831018434927,"{'type': 'Point', 'coordinates': [-73.92878171976882, 40.70831018434927]}",,,,,,-73.92878171976882,UNKNOWN,BROOKLYN,Unspecified,2020-03-18T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,Closed,JOHNSON AVENUE,,,45853955,1003995,197341
1465,ADDRESS,DSNY,BCC - Brooklyn South,3082820033,BROOKLYN,,,BROOKLYN,2020-03-24T12:00:00.000,18 BROOKLYN,Missed Collection (All Materials),2020-03-18T10:07:00.000,AVENUE M,AVENUE N,1 Missed Collection,,DSNY Garage,1469 EAST   98 STREET,11236,,,,40.637213739703746,"{'type': 'Point', 'coordinates': [-73.89196585937576, 40.637213739703746]}",,,,Sidewalk,,-73.89196585937576,PHONE,BROOKLYN,Unspecified,2020-03-24T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,EAST   98 STREET,,,45850923,1014234,171449
1466,ADDRESS,DEP,Department of Environmental Protection,4034070052,QUEENS,,,Ridgewood,2020-03-18T14:00:00.000,05 QUEENS,Noise,2020-03-18T10:07:00.000,ONDERDONK AVE,WOODWARD AVE,Noise: Jack Hammering (NC2),,N/A,1879 GROVE STREET,11385,,,,40.705668991568444,"{'type': 'Point', 'coordinates': [-73.90835224453551, 40.705668991568444]}",,,,,,-73.90835224453551,PHONE,QUEENS,Unspecified,2020-03-18T14:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,GROVE STREET,,,45855759,1009660,196384
1467,ADDRESS,DEP,Department of Environmental Protection,3027060016,BROOKLYN,,,BROOKLYN,2020-03-19T11:30:00.000,01 BROOKLYN,Noise,2020-03-18T10:07:00.000,SUTTON ST,KINGSLAND AVE,Noise: Jack Hammering (NC2),,N/A,47 DRIGGS AVENUE,11222,,,,40.72340492709135,"{'type': 'Point', 'coordinates': [-73.94076486429704, 40.72340492709135]}",,,,,,-73.94076486429704,PHONE,BROOKLYN,Unspecified,2020-03-19T11:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,DRIGGS AVENUE,,,45852926,1000669,202838
1468,ADDRESS,DSNY,BCC - Brooklyn South,3076110023,BROOKLYN,,,BROOKLYN,2020-03-19T12:00:00.000,14 BROOKLYN,Missed Collection (All Materials),2020-03-18T10:07:00.000,AVENUE J,AVENUE K,1R Missed Recycling-All Materials,,DSNY Garage,1053 EAST   29 STREET,11210,,,,40.62541977633269,"{'type': 'Point', 'coordinates': [-73.94762438267183, 40.62541977633269]}",,,,Sidewalk,,-73.94762438267183,ONLINE,BROOKLYN,Unspecified,2020-03-19T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,EAST   29 STREET,,,45852634,998789,167138
1469,,DCA,Department of Consumer Affairs,1011640001,MANHATTAN,,,NEW YORK,2020-03-20T15:08:13.000,07 MANHATTAN,Consumer Complaint,2020-03-18T10:07:38.000,BROADWAY,WEST END AVENUE,Retail Store,,,271 WEST   72 STREET,10023,BROADWAY,WEST END AVENUE,WEST   72 STREET,40.77945850008403,"{'type': 'Point', 'coordinates': [-73.98362161275178, 40.77945850008403]}",,,,,,-73.98362161275178,PHONE,MANHATTAN,Unspecified,2020-03-20T19:08:16.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WEST   72 STREET,,,45851448,988786,223255
1470,,NYPD,New York City Police Department,3012370038,BROOKLYN,,,BROOKLYN,2020-03-18T10:59:54.000,08 BROOKLYN,Noise - Residential,2020-03-18T10:07:40.000,KINGSTON AVENUE,ALBANY AVENUE,Banging/Pounding,,,1118 PROSPECT PLACE,11213,KINGSTON AVENUE,ALBANY AVENUE,PROSPECT PLACE,40.67374057502586,"{'type': 'Point', 'coordinates': [-73.93974188461263, 40.67374057502586]}",,,,Residential Building/House,,-73.93974188461263,MOBILE,BROOKLYN,Unspecified,2020-03-18T14:59:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PROSPECT PLACE,,,45853603,1000965,184744
1471,,DOHMH,Department of Health and Mental Hygiene,3009750017,BROOKLYN,,,BROOKLYN,,06 BROOKLYN,Rodent,2020-03-18T10:07:47.000,5 AVENUE,6 AVENUE,Mouse Sighting,,,390 2 STREET,11215,5 AVENUE,6 AVENUE,2 STREET,40.67296169110899,"{'type': 'Point', 'coordinates': [-73.98189934535974, 40.67296169110899]}",,,,3+ Family Apt. Building,,-73.98189934535974,MOBILE,BROOKLYN,Unspecified,,,,In Progress,2 STREET,,,45854181,989271,184455
1472,,NYPD,New York City Police Department,3017550032,BROOKLYN,,,BROOKLYN,2020-03-18T13:55:42.000,03 BROOKLYN,Blocked Driveway,2020-03-18T10:08:08.000,MARCY AVENUE,TOMPKINS AVENUE,No Access,,,874 MYRTLE AVENUE,11206,MARCY AVENUE,TOMPKINS AVENUE,MYRTLE AVENUE,40.695578981573085,"{'type': 'Point', 'coordinates': [-73.94737453244754, 40.695578981573085]}",,,,Street/Sidewalk,,-73.94737453244754,PHONE,BROOKLYN,Unspecified,2020-03-18T17:55:44.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,MYRTLE AVENUE,,,45850797,998843,192699
1473,,NYPD,New York City Police Department,2029110001,BRONX,,,BRONX,2020-03-18T11:43:32.000,03 BRONX,Noise - Residential,2020-03-18T10:08:14.000,ST PAULS PLACE,EAST  171 STREET,Banging/Pounding,,,1460 WASHINGTON AVENUE,10456,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,40.83675683376762,"{'type': 'Point', 'coordinates': [-73.90382418403077, 40.83675683376762]}",,,,Residential Building/House,,-73.90382418403077,ONLINE,BRONX,Unspecified,2020-03-18T15:43:35.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WASHINGTON AVENUE,,,45854278,1010863,244145
1474,,DCA,Department of Consumer Affairs,5032080020,STATEN ISLAND,,,STATEN ISLAND,2020-03-20T15:08:13.000,02 STATEN ISLAND,Consumer Complaint,2020-03-18T10:08:20.000,CLOVE ROAD,PARKINSON AVENUE,Retail Store,,,1177 HYLAN BOULEVARD,10305,CLOVE ROAD,PARKINSON AVENUE,HYLAN BOULEVARD,40.598514273186694,"{'type': 'Point', 'coordinates': [-74.08224617657422, 40.598514273186694]}",,,,,,-74.08224617657422,PHONE,STATEN ISLAND,Unspecified,2020-03-20T19:08:25.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,HYLAN BOULEVARD,,,45851380,961410,157342
1475,,NYPD,New York City Police Department,4032060034,QUEENS,,,FOREST HILLS,2020-03-18T10:57:37.000,06 QUEENS,Blocked Driveway,2020-03-18T10:08:28.000,METROPOLITAN AVENUE,OLCOTT STREET,No Access,,,88-28 69 AVENUE,11375,METROPOLITAN AVENUE,OLCOTT STREET,69 AVENUE,40.71160385454753,"{'type': 'Point', 'coordinates': [-73.85549670889206, 40.71160385454753]}",,,,Street/Sidewalk,,-73.85549670889206,MOBILE,QUEENS,Unspecified,2020-03-18T14:57:41.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,69 AVENUE,,,45853437,1024311,198566
1476,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-19T09:15:00.000,13 BROOKLYN,Street Condition,2020-03-18T10:08:37.000,EAST    6 STREET,SETH KUSHNER WAY,Pothole,,,AVENUE Z,11235,,,,40.58696855111885,"{'type': 'Point', 'coordinates': [-73.96341686433057, 40.58696855111885]}",,,,,,-73.96341686433057,UNKNOWN,BROOKLYN,Unspecified,2020-03-19T09:15:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,AVENUE Z,,,45869310,994411,153127
1477,,NYPD,New York City Police Department,2034940022,BRONX,,,BRONX,2020-03-18T18:29:23.000,09 BRONX,Abandoned Vehicle,2020-03-18T10:08:41.000,PATTERSON AVENUE,LACOMBE AVENUE,With License Plate,,,428 ST LAWRENCE AVENUE,10473,PATTERSON AVENUE,LACOMBE AVENUE,ST LAWRENCE AVENUE,40.81373138225084,"{'type': 'Point', 'coordinates': [-73.86307822393997, 40.81373138225084]}",,,,Street/Sidewalk,,-73.86307822393997,ONLINE,BRONX,Unspecified,2020-03-18T22:29:27.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,ST LAWRENCE AVENUE,,,45855539,1022151,235771
1478,,DPR,Department of Parks and Recreation,4093870021,QUEENS,,,OZONE PARK,,09 QUEENS,Dead/Dying Tree,2020-03-18T10:08:44.000,105 STREET,106 STREET,Planted Less Than 2 Years Ago,,,105-19 97 AVENUE,11416,105 STREET,106 STREET,97 AVENUE,40.68825104819737,"{'type': 'Point', 'coordinates': [-73.83874058101127, 40.68825104819737]}",,,,Street,,-73.83874058101127,UNKNOWN,QUEENS,Unspecified,,,,In Progress,97 AVENUE,,,45852114,1028972,190066
1479,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Jamaica,2020-03-18T13:25:00.000,12 QUEENS,Traffic Signal Condition,2020-03-18T10:09:00.000,,,Pedestrian Signal,,N/A,,11433,ARCHER AVENUE,UNION HALL STREET,,40.703034438838195,"{'type': 'Point', 'coordinates': [-73.79712405246892, 40.703034438838195]}",,,,,,-73.79712405246892,UNKNOWN,QUEENS,Unspecified,2020-03-18T13:25:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45852153,1040501,195476
1480,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-18T10:09:00.000,10 BRONX,Street Light Condition,2020-03-18T10:09:00.000,,,Street Light Out,,,,10461,MIDDLETOWN ROAD,EDISON AVENUE,,40.84351851334883,"{'type': 'Point', 'coordinates': [-73.83293922489804, 40.84351851334883]}",,,,,,-73.83293922489804,UNKNOWN,BRONX,Unspecified,2020-03-17T10:44:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45853182,1030473,246638
1481,,DOT,Department of Transportation,4035080029,QUEENS,,,RIDGEWOOD,2020-03-20T08:54:50.000,05 QUEENS,Street Condition,2020-03-18T10:09:06.000,MYRTLE AVENUE,60 STREET,Cave-in,,,59-25 71 AVENUE,11385,MYRTLE AVENUE,60 STREET,71 AVENUE,40.70076441886493,"{'type': 'Point', 'coordinates': [-73.89890636207652, 40.70076441886493]}",,,,Street,,-73.89890636207652,PHONE,QUEENS,Unspecified,2020-03-20T12:54:52.000,The Department of Transportation inspected and has requested the Department of Environmental Protect,,Closed,71 AVENUE,,,45854540,1012281,194600
1482,,NYPD,New York City Police Department,1018250063,MANHATTAN,,,NEW YORK,2020-03-18T10:59:50.000,10 MANHATTAN,Noise - Residential,2020-03-18T10:09:06.000,ST NICHOLAS AVENUE,WEST  116 STREET,Banging/Pounding,,,1917 7 AVENUE,10026,ST NICHOLAS AVENUE,WEST  116 STREET,7 AVENUE,40.80316437386991,"{'type': 'Point', 'coordinates': [-73.95255583292985, 40.80316437386991]}",,,,,,-73.95255583292985,PHONE,MANHATTAN,Unspecified,2020-03-18T14:59:52.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,7 AVENUE,,,45850319,997385,231895
1483,ADDRESS,HPD,Department of Housing Preservation and Development,3052130079,BROOKLYN,,,BROOKLYN,2020-03-18T19:05:12.000,17 BROOKLYN,WATER LEAK,2020-03-18T10:09:08.000,,,HEAVY FLOW,,,447 EAST   26 STREET,11226,,,,40.639384521633204,"{'type': 'Point', 'coordinates': [-73.9522290908637, 40.639384521633204]}",,,,RESIDENTIAL BUILDING,,-73.9522290908637,PHONE,BROOKLYN,Unspecified,2020-03-18T19:05:12.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,EAST   26 STREET,,,45853822,997508,172225
1484,ADDRESS,HPD,Department of Housing Preservation and Development,3052130079,BROOKLYN,,,BROOKLYN,2020-03-18T19:05:12.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-18T10:09:08.000,,,APARTMENT ONLY,,,447 EAST   26 STREET,11226,,,,40.639384521633204,"{'type': 'Point', 'coordinates': [-73.9522290908637, 40.639384521633204]}",,,,RESIDENTIAL BUILDING,,-73.9522290908637,PHONE,BROOKLYN,Unspecified,2020-03-18T19:05:12.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST   26 STREET,,,45850359,997508,172225
1485,ADDRESS,HPD,Department of Housing Preservation and Development,3052130079,BROOKLYN,,,BROOKLYN,2020-03-18T19:05:13.000,17 BROOKLYN,PAINT/PLASTER,2020-03-18T10:09:08.000,,,CEILING,,,447 EAST   26 STREET,11226,,,,40.639384521633204,"{'type': 'Point', 'coordinates': [-73.9522290908637, 40.639384521633204]}",,,,RESIDENTIAL BUILDING,,-73.9522290908637,PHONE,BROOKLYN,Unspecified,2020-03-18T19:05:13.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST   26 STREET,,,45853133,997508,172225
1486,ADDRESS,HPD,Department of Housing Preservation and Development,3052130079,BROOKLYN,,,BROOKLYN,2020-03-18T19:05:12.000,17 BROOKLYN,ELECTRIC,2020-03-18T10:09:08.000,,,NO LIGHTING,,,447 EAST   26 STREET,11226,,,,40.639384521633204,"{'type': 'Point', 'coordinates': [-73.9522290908637, 40.639384521633204]}",,,,RESIDENTIAL BUILDING,,-73.9522290908637,PHONE,BROOKLYN,Unspecified,2020-03-18T19:05:12.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,EAST   26 STREET,,,45851794,997508,172225
1487,,DCA,Department of Consumer Affairs,3009170010,BROOKLYN,,,BROOKLYN,2020-03-20T15:08:15.000,07 BROOKLYN,Consumer Complaint,2020-03-18T10:09:09.000,40 STREET,41 STREET,Retail Store,,,4001 5 AVENUE,11232,40 STREET,41 STREET,5 AVENUE,40.650617777080505,"{'type': 'Point', 'coordinates': [-74.00456959636391, 40.650617777080505]}",,,,,,-74.00456959636391,PHONE,BROOKLYN,Unspecified,2020-03-20T19:08:29.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,5 AVENUE,,,45854795,982982,176314
1488,ADDRESS,HPD,Department of Housing Preservation and Development,3052130079,BROOKLYN,,,BROOKLYN,2020-03-18T19:05:13.000,17 BROOKLYN,ELECTRIC,2020-03-18T10:09:09.000,,,WIRING,,,447 EAST   26 STREET,11226,,,,40.639384521633204,"{'type': 'Point', 'coordinates': [-73.9522290908637, 40.639384521633204]}",,,,RESIDENTIAL BUILDING,,-73.9522290908637,PHONE,BROOKLYN,Unspecified,2020-03-18T19:05:13.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,EAST   26 STREET,,,45853732,997508,172225
1489,,DOHMH,Department of Health and Mental Hygiene,3012370038,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,Rodent,2020-03-18T10:09:12.000,KINGSTON AVENUE,ALBANY AVENUE,Signs of Rodents,,,1118 PROSPECT PLACE,11213,KINGSTON AVENUE,ALBANY AVENUE,PROSPECT PLACE,40.67374057502586,"{'type': 'Point', 'coordinates': [-73.93974188461263, 40.67374057502586]}",,,,Construction Site,,-73.93974188461263,MOBILE,BROOKLYN,Unspecified,,,,In Progress,PROSPECT PLACE,,,45850834,1000965,184744
1490,ADDRESS,HPD,Department of Housing Preservation and Development,2042850005,BRONX,,,BRONX,2020-03-18T21:19:24.000,11 BRONX,HEAT/HOT WATER,2020-03-18T10:09:16.000,,,ENTIRE BUILDING,,,2040 BRONXDALE AVENUE,10462,,,,40.850794587937656,"{'type': 'Point', 'coordinates': [-73.86653703997725, 40.850794587937656]}",,,,RESIDENTIAL BUILDING,,-73.86653703997725,PHONE,BRONX,Unspecified,2020-03-18T21:19:24.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BRONXDALE AVENUE,,,45855384,1021173,249273
