,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
287,,NYPD,New York City Police Department,2057030192,BRONX,,,BRONX,2020-03-23T07:04:55.000,08 BRONX,Noise - Residential,2020-03-23T05:08:35.000,KIMBERLY PLACE,WEST  231 STREET,Loud Music/Party,,,3063 GODWIN TERRACE,10463,KIMBERLY PLACE,WEST  231 STREET,GODWIN TERRACE,40.879142314177386,"{'type': 'Point', 'coordinates': [-73.90600128187715, 40.879142314177386]}",,,,Residential Building/House,,-73.90600128187715,PHONE,BRONX,Unspecified,2020-03-23T11:04:57.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,GODWIN TERRACE,,,45884351,1010244,259587
288,ADDRESS,DEP,Department of Environmental Protection,1010557501,MANHATTAN,,,NEW YORK,2020-03-23T10:40:00.000,04 MANHATTAN,Noise,2020-03-23T05:10:00.000,9 AVE,10 AVE,Noise: Construction Before/After Hours (NM1),,N/A,447 WEST   45 STREET,10036,,,,40.761190476364675,"{'type': 'Point', 'coordinates': [-73.99318476325475, 40.761190476364675]}",,,,,,-73.99318476325475,ONLINE,MANHATTAN,Unspecified,2020-03-23T10:40:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,WEST   45 STREET,,,45884419,986138,216599
289,,NYPD,New York City Police Department,2037520059,BRONX,,,BRONX,2020-03-23T06:58:17.000,09 BRONX,Noise - Residential,2020-03-23T05:12:51.000,WATSON AVENUE,GLEASON AVENUE,Loud Music/Party,,,1141 ST LAWRENCE AVENUE,10472,WATSON AVENUE,GLEASON AVENUE,ST LAWRENCE AVENUE,40.82860637374929,"{'type': 'Point', 'coordinates': [-73.86657070538473, 40.82860637374929]}",,,,Residential Building/House,,-73.86657070538473,PHONE,BRONX,Unspecified,2020-03-23T10:58:18.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ST LAWRENCE AVENUE,,,45882341,1021176,241189
290,,NYPD,New York City Police Department,2027660012,BRONX,,,BRONX,2020-03-23T07:13:13.000,02 BRONX,Blocked Driveway,2020-03-23T05:13:44.000,RANDALL AVENUE,SPOFFORD AVENUE,No Access,,,647 FAILE STREET,10474,RANDALL AVENUE,SPOFFORD AVENUE,FAILE STREET,40.81330911448408,"{'type': 'Point', 'coordinates': [-73.88618164261699, 40.81330911448408]}",,,,Street/Sidewalk,,-73.88618164261699,MOBILE,BRONX,Unspecified,2020-03-23T11:13:14.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,FAILE STREET,,,45883212,1015756,235608
291,ADDRESS,HPD,Department of Housing Preservation and Development,2031730064,BRONX,,,BRONX,2020-03-24T18:22:05.000,05 BRONX,HEAT/HOT WATER,2020-03-23T05:14:50.000,,,ENTIRE BUILDING,,,2377 CRESTON AVENUE,10468,,,,40.85992686247838,"{'type': 'Point', 'coordinates': [-73.89968027854793, 40.85992686247838]}",,,,RESIDENTIAL BUILDING,,-73.89968027854793,PHONE,BRONX,Unspecified,2020-03-24T18:22:05.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,CRESTON AVENUE,,,45884991,1012000,252588
292,ADDRESS,HPD,Department of Housing Preservation and Development,2031570039,BRONX,,,BRONX,2020-03-25T21:27:15.000,05 BRONX,HEAT/HOT WATER,2020-03-23T05:15:11.000,,,ENTIRE BUILDING,,,212 EAST  182 STREET,10457,,,,40.855876223273604,"{'type': 'Point', 'coordinates': [-73.90030453728156, 40.855876223273604]}",,,,RESIDENTIAL BUILDING,,-73.90030453728156,MOBILE,BRONX,Unspecified,2020-03-25T21:27:15.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST  182 STREET,,,45885000,1011829,251112
293,ADDRESS,HPD,Department of Housing Preservation and Development,2030530074,BRONX,,,BRONX,,06 BRONX,APPLIANCE,2020-03-23T05:15:26.000,,,REFRIGERATOR,,,2334 WASHINGTON AVENUE,10458,,,,40.85613805063247,"{'type': 'Point', 'coordinates': [-73.89234408899046, 40.85613805063247]}",,,,RESIDENTIAL BUILDING,,-73.89234408899046,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WASHINGTON AVENUE,,,45883430,1014031,251210
294,ADDRESS,HPD,Department of Housing Preservation and Development,3014390004,BROOKLYN,,,BROOKLYN,2020-03-23T21:44:26.000,16 BROOKLYN,HEAT/HOT WATER,2020-03-23T05:17:49.000,,,ENTIRE BUILDING,,,351 HOWARD AVENUE,11233,,,,40.67550395508911,"{'type': 'Point', 'coordinates': [-73.91934607921763, 40.67550395508911]}",,,,RESIDENTIAL BUILDING,,-73.91934607921763,MOBILE,BROOKLYN,Unspecified,2020-03-23T21:44:26.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,HOWARD AVENUE,,,45882140,1006622,185391
295,ADDRESS,DEP,Department of Environmental Protection,1010540161,MANHATTAN,,,NEW YORK,2020-03-23T10:40:00.000,04 MANHATTAN,Noise,2020-03-23T05:19:00.000,9 AVE,10 AVE,Noise: Construction Before/After Hours (NM1),,N/A,454 WEST   45 STREET,10036,,,,40.761239891028865,"{'type': 'Point', 'coordinates': [-73.9933435879866, 40.761239891028865]}",,,,,,-73.9933435879866,ONLINE,MANHATTAN,Unspecified,2020-03-23T10:40:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,WEST   45 STREET,,,45882946,986094,216617
296,ADDRESS,DEP,Department of Environmental Protection,1010540161,MANHATTAN,,,NEW YORK,2020-03-23T10:40:00.000,04 MANHATTAN,Noise,2020-03-23T05:19:00.000,9 AVE,10 AVE,Noise: Construction Before/After Hours (NM1),,N/A,454 WEST   45 STREET,10036,,,,40.761239891028865,"{'type': 'Point', 'coordinates': [-73.9933435879866, 40.761239891028865]}",,,,,,-73.9933435879866,PHONE,MANHATTAN,Unspecified,2020-03-23T10:40:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,WEST   45 STREET,,,45880651,986094,216617
297,ADDRESS,HPD,Department of Housing Preservation and Development,4037070010,QUEENS,,,Ridgewood,2020-03-23T12:13:40.000,05 QUEENS,PLUMBING,2020-03-23T05:23:50.000,,,WATER SUPPLY,,,73-31 69 PLACE,11385,,,,40.70095095797003,"{'type': 'Point', 'coordinates': [-73.88152993188672, 40.70095095797003]}",,,,RESIDENTIAL BUILDING,,-73.88152993188672,PHONE,QUEENS,Unspecified,2020-03-23T12:13:40.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,69 PLACE,,,45883746,1017099,194674
298,ADDRESS,HPD,Department of Housing Preservation and Development,2026030020,BRONX,,,BRONX,2020-03-24T20:08:20.000,02 BRONX,HEAT/HOT WATER,2020-03-23T05:27:06.000,,,ENTIRE BUILDING,,,582 SOUTHERN BOULEVARD,10455,,,,40.81250912805288,"{'type': 'Point', 'coordinates': [-73.90278629631473, 40.81250912805288]}",,,,RESIDENTIAL BUILDING,,-73.90278629631473,PHONE,BRONX,Unspecified,2020-03-24T20:08:20.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,SOUTHERN BOULEVARD,,,45881455,1011160,235311
299,,DOHMH,Department of Health and Mental Hygiene,1022380023,MANHATTAN,,,NEW YORK,,12 MANHATTAN,Food Establishment,2020-03-23T05:30:59.000,ACADEMY STREET,WEST  204 STREET,Food Worker Illness,,,4879 BROADWAY,10034,ACADEMY STREET,WEST  204 STREET,BROADWAY,40.86691932670686,"{'type': 'Point', 'coordinates': [-73.92339829762831, 40.86691932670686]}",,,,Restaurant/Bar/Deli/Bakery,,-73.92339829762831,PHONE,MANHATTAN,Unspecified,2020-03-25T21:56:12.000,The Department of Health and Mental Hygiene has received and processed your complaint. All restauran,,In Progress,BROADWAY,,,45881969,1005437,255129
300,ADDRESS,DEP,Department of Environmental Protection,1010540056,MANHATTAN,,,NEW YORK,2020-03-23T10:40:00.000,04 MANHATTAN,Noise,2020-03-23T05:31:00.000,9 AVE,10 AVE,Noise: Construction Before/After Hours (NM1),,N/A,444 WEST   45 STREET,10036,,,,40.76118498879557,"{'type': 'Point', 'coordinates': [-73.99321725170064, 40.76118498879557]}",,,,,,-73.99321725170064,ONLINE,MANHATTAN,Unspecified,2020-03-23T10:40:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,WEST   45 STREET,,,45882956,986129,216597
301,,NYPD,New York City Police Department,4021000015,QUEENS,,,REGO PARK,2020-03-23T06:56:11.000,06 QUEENS,Illegal Parking,2020-03-23T05:32:13.000,98 STREET,99 STREET,Blocked Hydrant,,,98-19 64 AVENUE,11374,98 STREET,99 STREET,64 AVENUE,40.73047981678514,"{'type': 'Point', 'coordinates': [-73.85788763982875, 40.73047981678514]}",,,,,,-73.85788763982875,PHONE,QUEENS,Unspecified,2020-03-23T10:56:17.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,64 AVENUE,,,45883289,1023637,205442
302,ADDRESS,HPD,Department of Housing Preservation and Development,1021790269,MANHATTAN,,,NEW YORK,2020-03-23T21:23:55.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-23T05:32:49.000,,,ENTIRE BUILDING,,,240 CABRINI BOULEVARD,10033,,,,40.85523579941823,"{'type': 'Point', 'coordinates': [-73.93822910777519, 40.85523579941823]}",,,,RESIDENTIAL BUILDING,,-73.93822910777519,PHONE,MANHATTAN,Unspecified,2020-03-23T21:23:55.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,CABRINI BOULEVARD,,,45882763,1001338,250869
303,ADDRESS,HPD,Department of Housing Preservation and Development,2029710019,BRONX,,,BRONX,2020-03-25T18:07:33.000,03 BRONX,HEAT/HOT WATER,2020-03-23T05:32:53.000,,,ENTIRE BUILDING,,,1390 PROSPECT AVENUE,10459,,,,40.831535787281794,"{'type': 'Point', 'coordinates': [-73.89677801499273, 40.831535787281794]}",,,,RESIDENTIAL BUILDING,,-73.89677801499273,PHONE,BRONX,Unspecified,2020-03-25T18:07:33.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,PROSPECT AVENUE,,,45885030,1012815,242245
304,,NYPD,New York City Police Department,4033550136,QUEENS,,,KEW GARDENS,2020-03-23T09:38:03.000,09 QUEENS,Noise - Residential,2020-03-23T05:32:55.000,84 AVENUE,84 ROAD,Loud Music/Party,,,83-64 TALBOT STREET,11415,84 AVENUE,84 ROAD,TALBOT STREET,40.708612183362916,"{'type': 'Point', 'coordinates': [-73.82766495581306, 40.708612183362916]}",,,,Residential Building/House,,-73.82766495581306,MOBILE,QUEENS,Unspecified,2020-03-23T13:38:06.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,TALBOT STREET,,,45880349,1032029,197490
305,,DCA,Department of Consumer Affairs,4116460053,QUEENS,,,SOUTH OZONE PARK,2020-03-23T16:36:01.000,10 QUEENS,Consumer Complaint,2020-03-23T05:35:30.000,LINDEN BOULEVARD,115 AVENUE,Bodega/Deli/Supermarket,,,114-11 LEFFERTS BOULEVARD,11420,LINDEN BOULEVARD,115 AVENUE,LEFFERTS BOULEVARD,40.678364484589146,"{'type': 'Point', 'coordinates': [-73.8202981979725, 40.678364484589146]}",,,,,,-73.8202981979725,PHONE,QUEENS,Unspecified,2020-03-23T20:36:05.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,LEFFERTS BOULEVARD,,,45879850,1034094,186474
306,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-23T08:23:00.000,10 BRONX,Street Light Condition,2020-03-23T05:36:00.000,PARKER ST,ZEREGA AVE,Street Light Out,,,2402 WESTCHESTER AVENUE,10461,WESTCHESTER AVENUE,ZEREGA AVENUE,,40.836793833484165,"{'type': 'Point', 'coordinates': [-73.8466779881566, 40.836793833484165]}",,,,,,-73.8466779881566,UNKNOWN,BRONX,Unspecified,2020-03-23T08:23:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,WESTCHESTER AVENUE,,,45883271,1026676,244181
307,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-23T08:53:00.000,10 BRONX,Street Light Condition,2020-03-23T05:37:00.000,HERSCHELL ST,SEABURY AVE,Street Light Out,,,2498 WESTCHESTER AVENUE,10461,WESTCHESTER AVENUE,ROWLAND STREET,,40.83771730949666,"{'type': 'Point', 'coordinates': [-73.84555915769441, 40.83771730949666]}",,,,,,-73.84555915769441,UNKNOWN,BRONX,Unspecified,2020-03-23T08:53:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,WESTCHESTER AVENUE,,,45880776,1026985,244518
308,,NYPD,New York City Police Department,4091777501,QUEENS,,,RICHMOND HILL,2020-03-23T15:19:16.000,09 QUEENS,Illegal Parking,2020-03-23T05:37:05.000,PARK LANE SOUTH,85 ROAD,Posted Parking Sign Violation,,,84-10 101 STREET,11418,PARK LANE SOUTH,85 ROAD,101 STREET,40.69823277919532,"{'type': 'Point', 'coordinates': [-73.84808576624488, 40.69823277919532]}",,,,Street/Sidewalk,,-73.84808576624488,MOBILE,QUEENS,Unspecified,2020-03-23T19:19:18.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,101 STREET,,,45880278,1026374,193698
309,,NYPD,New York City Police Department,4134580009,QUEENS,,,SPRINGFIELD GARDENS,2020-03-23T06:57:01.000,13 QUEENS,Noise - Residential,2020-03-23T05:38:19.000,146 AVENUE,147 AVENUE,Loud Music/Party,,,146-20 225 STREET,11413,146 AVENUE,147 AVENUE,225 STREET,40.659798450664155,"{'type': 'Point', 'coordinates': [-73.75603327557641, 40.659798450664155]}",,,,Residential Building/House,,-73.75603327557641,PHONE,QUEENS,Unspecified,2020-03-23T10:57:06.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,225 STREET,,,45882951,1051938,179753
310,ADDRESS,HPD,Department of Housing Preservation and Development,1021430020,MANHATTAN,,,NEW YORK,,12 MANHATTAN,HEAT/HOT WATER,2020-03-23T05:38:58.000,,,ENTIRE BUILDING,,,1261 ST NICHOLAS AVENUE,10033,,,,40.84424009434551,"{'type': 'Point', 'coordinates': [-73.93745502097462, 40.84424009434551]}",,,,RESIDENTIAL BUILDING,,-73.93745502097462,PHONE,MANHATTAN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST NICHOLAS AVENUE,,,45880151,1001555,246863
311,,DCA,Department of Consumer Affairs,4118050047,QUEENS,,,SOUTH OZONE PARK,2020-03-24T15:36:18.000,10 QUEENS,Consumer Complaint,2020-03-23T05:39:24.000,135 AVENUE,149 AVENUE,Bodega/Deli/Supermarket,,,135-46 LEFFERTS BOULEVARD,11420,135 AVENUE,149 AVENUE,LEFFERTS BOULEVARD,40.670268437900795,"{'type': 'Point', 'coordinates': [-73.82097609402533, 40.670268437900795]}",,,,,,-73.82097609402533,PHONE,QUEENS,Unspecified,2020-03-24T19:36:20.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,LEFFERTS BOULEVARD,,,45881328,1033912,183524
312,,NYPD,New York City Police Department,3043330022,BROOKLYN,,,BROOKLYN,2020-03-23T06:09:21.000,05 BROOKLYN,Illegal Parking,2020-03-23T05:41:00.000,HEGEMAN AVENUE,LINDEN BOULEVARD,Commercial Overnight Parking,,,812 WARWICK STREET,11207,HEGEMAN AVENUE,LINDEN BOULEVARD,WARWICK STREET,40.66307370240301,"{'type': 'Point', 'coordinates': [-73.88215228993083, 40.66307370240301]}",,,,Street/Sidewalk,,-73.88215228993083,MOBILE,BROOKLYN,Unspecified,2020-03-23T10:09:23.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,WARWICK STREET,,,45881594,1016945,180874
313,ADDRESS,HPD,Department of Housing Preservation and Development,2042850005,BRONX,,,BRONX,2020-03-24T18:27:20.000,11 BRONX,HEAT/HOT WATER,2020-03-23T05:41:55.000,,,ENTIRE BUILDING,,,2040 BRONXDALE AVENUE,10462,,,,40.850794587937656,"{'type': 'Point', 'coordinates': [-73.86653703997725, 40.850794587937656]}",,,,RESIDENTIAL BUILDING,,-73.86653703997725,PHONE,BRONX,Unspecified,2020-03-24T18:27:20.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BRONXDALE AVENUE,,,45880826,1021173,249273
314,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-23T09:23:00.000,09 BRONX,Street Light Condition,2020-03-23T05:42:00.000,GLOVER ST,ST RAYMOND AVE,Street Light Out,,,-999 CASTLE HILL AVE,10462,CASTLE HILL AVENUE,ST RAYMOND AVENUE,,40.83778400764218,"{'type': 'Point', 'coordinates': [-73.85247967199932, 40.83778400764218]}",,,,,,-73.85247967199932,UNKNOWN,BRONX,Unspecified,2020-03-23T09:23:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,CASTLE HILL AVE,,,45881915,1025070,244539
